Subcategory,Audio Name,Questions,Concerns,Emotions,Preferences
All,ff804bc9cd07fba925a14ea1635817cn.mp3,['How do they get interest?'],['Concern about the payment process and reimbursement terms'],['Interest in the history and profile of Ashoka Builders India Private Limited'],"['Preference for detailed information about the property and its history', 'Interest in understanding the payment terms and flexibility options', 'Preference for properties with flexible payment options and benefits']"
All,1685536796.703348.mp3,"['When do we come next month?', 'When do you have a real estate deal set as an official date according to RERA?']",['Concern about the official date for the real estate deal as per RERA'],"['The customer sounds curious and inquisitive about the property details', 'The customer seems interested and engaged in the conversation']",['Interest in knowing the pricing details of the property']
All,1685862968.1429923.mp3,['Can I understand what exactly your requirement is?'],"['Location and distance from known landmarks', 'Payment plan details and stages of construction']",['Willingness to receive details and discuss further via email and WhatsApp'],['Interested in knowing the price range first before making a decision']
All,1686911050.413833.mp3,['Why this Gated Community?'],['Concern about the number of flats per floor and the reasons for the distribution'],['Curiosity about the project and interest in the details provided'],"['Preference for a low-density area with U-shaped ventilation', 'Interest in negotiation and understanding the pricing structure', 'Preference for detailed information about the water facility and amenities']"
All,2b7a03b7533bf574c95e543b88a117b3.mp3,['What is the plan for managing multiple school buses arriving at the same time?'],['Concern about the negotiation of prices for the flat.'],"['Customer seems curious and inquisitive about the management of high-rise apartments during busy periods, showing concern for the convenience and safety of residents, especially children.']",[]
All,1683709547.662506.mp3,['Are you looking for East Facing or West-facing Mam?'],['Enquiring about the availability of modern flats'],['Interest and concern about the modern flat availability'],['Expressed preference for West-facing flat']
All,1684144423.125720.mp3,"['How many units are there in the project?', 'What is the difference between Spire and Spectra in terms of available units?']",['Concern about the different sizes and types of units available in Spire and Spectra'],['Curiosity about the different types of units available in the project'],['Interested in exploring the different options available in Spire & Spectra for potential purchase or investment']
Pricing,1687011856.505256.mp3,"['Is the price negotiable?', 'What are the charges for each thing?']","['Want to know if the charges are negotiable', 'Concern about the price and charges']",,
Pricing,2b7a03b7533bf574c95e543b88a117b3.mp3,['Is the price negotiable or fixed?'],['Concern about the negotiation of prices for the flat.'],"['Customer appears skeptical about the pricing and negotiation process, seeking clarity on the fixed or negotiable nature of the prices.']",
Pricing,4350091c8e9352103dc6f7106d22177l.mp3,"['Is the price fixed or negotiable?', 'What is the pricing for the different sizes of apartments?', 'Is there a pre-booking or pre-launch offer available?', 'Are there any amenities or reductions in pricing for Spectra?', 'Will there be any amenity charges?', 'Can the pricing for Spectra be discussed?']","['Details about amenity charges', 'Amenities or benefits for Spectra pricing', 'Negotiability of pricing', 'Pre-booking or pre-launch offer details', 'Apartment size and pricing details']","['Interest in apartment sizes and pricing', 'Determination to understand pricing and amenities', 'Confusion about amenity charges and upfront payment benefits']","['Prefers clarity on pricing negotiability and Spectra amenities', 'Prefers clarity on apartment sizes and pricing', 'Interested in pre-booking offers and timelines', 'Wants to know about amenity charges and upfront payment benefits']"
